Restaurant ID,Restaurant Name,City,Address,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country Name,url,featured_image,share_url
304876,MR.D - Deliciousness Delivered,New Delhi,"26, Ajit Arcade, Opposite Metro Pillar 74, Kailash Colony, New Delhi",Kailash Colony,77.2402908,28.556673,"North Indian, Italian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,367,India,https://www.zomato.com/ncr/mr-d-deliciousness-delivered-kailash-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/6/304876/8d4b96a3e04b472be4a59f91420fed22_featured_v2.jpg,
308407,Pita Pit,New Delhi,"Kailash Colony, New Delhi",Kailash Colony,77.236741,28.557442,"Healthy Food, Salad",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,540,India,https://www.zomato.com/ncr/pita-pit-kailash-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/2/305862/8dc26048ec43f3a36cb66d2845a8bf3c_featured_v2.jpg,
18492050,Al-Malik Chicken Point,New Delhi,"86, Zamrudpur, Auto Complex Road, Kailash Colony, New Delhi",Kailash Colony,77.2360071,28.5563436,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1,India,https://www.zomato.com/ncr/al-malik-chicken-point-kailash-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/0/18492050/f8f88dff0cec253489f4864623fcf9dc_featured_v2.jpg,
18492052,Amul Sweets & Bakery,New Delhi,"87/1, Zamrudpur, DDA Market, Kailash Colony, New Delhi",Kailash Colony,77.2355758,28.5565383,"North Indian, South Indian, Chinese, Fast Food, Bakery, Mithai",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,India,https://www.zomato.com/ncr/amul-sweets-bakery-kailash-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/2/18492052/583213d4949019862d820c728b10320f_featured_v2.jpg,
18449620,Elements - Mapple Express,New Delhi,"A-60, Kailash Colony, New Delhi",Kailash Colony,77.243649,28.553673,"North Indian, Continental, Chinese",1200,Indian Rupees(Rs.),Yes,No,No,No,3,0,White,Not rated,0,India,https://www.zomato.com/ncr/elements-mapple-express-kailash-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,
18452403,Food 24,New Delhi,"86, Kailash Colony, New Delhi",Kailash Colony,77.2415481,28.5551789,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1,India,https://www.zomato.com/ncr/food-24-kailash-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/3/18452403/cfce4544608dcb24dfee476b8faee53e_featured_v2.jpg,
18425740,Food Corner,New Delhi,"HS 14, Back Side, Main Market, Kailash Colony, New Delhi",Kailash Colony,77.241099,28.5527158,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,India,https://www.zomato.com/ncr/food-corner-kailash-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/0/18425740/c6d7567c1b2b25f105c833651aeb1987_featured_v2.jpg,
18313153,Food Master's Galley,New Delhi,"Kailash Colony Main Road, Near Kailash Colony Metro Station, Kailash Colony, New Delhi",Kailash Colony,0,0,"North Indian, Chinese",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2,India,https://www.zomato.com/ncr/food-masters-galley-kailash-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,
18435830,Habibi Express,New Delhi,"5 Zamrudpur, Kailash Colony Extension, Kailash Colony, New Delhi",Kailash Colony,77.238586,28.555918,"Lebanese, Arabian, Moroccan",900,Indian Rupees(Rs.),Yes,Yes,No,No,2,0,White,Not rated,0,India,https://www.zomato.com/ncr/habibi-express-kailash-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/0/18435830/fc17aa0af59eb77bf9a5db30f832e7c0_featured_v2.jpg,
18473378,Hide Out Cafe,New Delhi,"1st Floor, HS 25, Kailash Colony Market, Kailash Colony, New Delhi",Kailash Colony,77.2408296,28.5536763,"Cafe, Chinese, Italian",700,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1,India,https://www.zomato.com/ncr/hide-out-cafe-kailash-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/8/18473378/d3cce3c67256c572c8269a5d478d7559_featured_v2.jpg,
18452241,Moriarty Delivers,New Delhi,"L- 14 A, Kailash Colony, New Delhi",Kailash Colony,77.2401111,28.5535184,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,India,https://www.zomato.com/ncr/moriarty-delivers-kailash-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,
3190,Big Chill,New Delhi,"HS 5, Kailash Colony Market, Kailash Colony, New Delhi",Kailash Colony,77.2421318,28.5527692,"Italian, Continental, European, Cafe",1500,Indian Rupees(Rs.),No,No,No,No,3,4.4,Green,Very Good,1521,India,https://www.zomato.com/ncr/big-chill-kailash-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/4/1614/57b6f653c341fbd77e50ca23ea4c8878_featured_v2.jpg,
3041,Maxims Pastry Shop,New Delhi,"HS-3, Main Market, Kailash Colony, New Delhi",Kailash Colony,77.2421767,28.5527286,"Bakery, Desserts, Fast Food, Beverages",300,Indian Rupees(Rs.),No,No,No,No,1,4.2,Green,Very Good,729,India,https://www.zomato.com/ncr/maxims-pastry-shop-kailash-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/1/3041/0366c26b4a78636ac654d7267e7daad3_featured_v2.jpg,
18441798,Uncultured Cafe & Bar,New Delhi,"HS-12, Kailash Colony, New Delhi",Kailash Colony,77.2412786,28.5526433,"Continental, Chinese, Italian, Finger Food",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.3,Green,Very Good,90,India,https://www.zomato.com/ncr/uncultured-cafe-bar-kailash-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/8/18441798/9c8dd1ac0d54cbbd63214ad6688ad3a7_featured_v2.jpg,
306505,2 Nice 2 Slice,New Delhi,"262, Deshbandhu Apartments, Kalkaji, New Delhi",Kalkaji,77.25765813,28.53853483,"Bakery, Desserts",1750,Indian Rupees(Rs.),No,No,No,No,3,3.2,Orange,Average,17,India,https://www.zomato.com/ncr/2-nice-2-slice-kalkaji-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/5/306505/284ef445b629103e7d9d3a0a709b22f4_featured_v2.jpg,
302868,Aggarwal Bikaneri Sweets,New Delhi,"B-53, Main Road, Near Nirankari Bhawan, Kalkaji, New Delhi",Kalkaji,77.251157,28.5441688,"Mithai, Street Food",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,11,India,https://www.zomato.com/ncr/aggarwal-bikaneri-sweets-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/8/302868/785f2b1e7e91f10fde5a531e296fe467_featured_v2.jpg,
7383,Aggarwal Sweet Corner & Restaurant,New Delhi,"1, Krishna Market, Kalkaji, New Delhi",Kalkaji,77.25511976,28.54153378,"North Indian, South Indian, Chinese, Mithai",300,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,38,India,https://www.zomato.com/ncr/aggarwal-sweet-corner-restaurant-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/3/7383/d85cf3468e6752de8f1321e7d3cb9d65_featured_v2.jpg,
302793,Aggarwal Sweets India,New Delhi,"1666/1, Govindpuri Extension, Kalkaji, New Delhi",Kalkaji,77.26001167,28.53451667,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,9,India,https://www.zomato.com/ncr/aggarwal-sweets-india-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/3/302793/7d4aca6ac6d1e72fc0feb2aa510149a7_featured_v2.jpg,
9993,Aggarwal's Sweets Paradise,New Delhi,"16, CSC, Pocket A-8, DDA Market, Kalkaji Extension, Kalkaji, New Delhi",Kalkaji,77.26306513,28.52530273,"Mithai, North Indian, South Indian, Street Food",300,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,16,India,https://www.zomato.com/ncr/aggarwals-sweets-paradise-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/3/9993/89494e763d77a69f17e81b3a1796aeec_featured_v2.jpg,
9985,Aggarwal's Sweets,New Delhi,"5, CSC Market, Pocket 8, Kalkaji Extension, Kalkaji, New Delhi",Kalkaji,77.263331,28.52576,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7,India,https://www.zomato.com/ncr/aggarwals-sweets-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/5/9985/415b6a3583b02d013ddbdf78759508e8_featured_v2.jpg,
18138461,Anna Ka Dosa,New Delhi,"K-107/B, Ground Floor, Kalkaji, New Delhi",Kalkaji,77.25950785,28.53920667,South Indian,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,41,India,https://www.zomato.com/ncr/anna-ka-dosa-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/1/18138461/b4e96711b5ab9755e6f789dddf8a1e0f_featured_v2.jpg,
306957,Big Chow Xpress,New Delhi,"433-B/5, Street 5, Govindpuri Main, Kalkaji, New Delhi",Kalkaji,77.26394121,28.53706949,"Chinese, North Indian",550,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,58,India,https://www.zomato.com/ncr/big-chow-xpress-1-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/7/306957/a133a734203733deafe1de36b5c11fe4_featured_v2.jpg,
7590,Bikaner Sweets & Namkeen,New Delhi,"J-13/12, DDA Flats, Kalkaji, New Delhi",Kalkaji,77.25476302,28.52562912,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,India,https://www.zomato.com/ncr/bikaner-sweets-namkeen-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/0/7590/8cdc1eedec36792466567a4c65dd56f4_featured_v2.jpg,
9620,Cafe Coffee Day,New Delhi,"E 154, Kalkaji, New Delhi",Kalkaji,77.2563653,28.5409875,Cafe,450,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,33,India,https://www.zomato.com/ncr/cafe-coffee-day-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/3/593/3161d552670ea4f70351d21d04624a5f_featured_v2.jpg,
302884,Cake Plaza,New Delhi,"K-78, Main Road, Kalkaji, New Delhi",Kalkaji,77.25926813,28.53930504,"Bakery, Desserts, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,28,India,https://www.zomato.com/ncr/cake-plaza-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/4/302884/f5ebc9b9b771e86f1d54786324a3b797_featured_v2.jpg,
309238,Crispy Tokri,New Delhi,"H-15B, Main Road,, Delhi, Kalkaji, New Delhi",Kalkaji,77.25810573,28.54024549,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,100,India,https://www.zomato.com/crispytokri?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/8/309238/3f56f44b6fcb3d6f277ef364626fa5e6_featured_v2.jpg,
309609,De Royale Food's,New Delhi,"B 53, Main Road, Kalkaji, New Delhi",Kalkaji,77.25107197,28.54423341,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,22,India,https://www.zomato.com/ncr/de-royale-foods-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,
18414477,Faasos,New Delhi,"Shop N-9, Ground Floor, Opposite ICICI Bank, Near Govindpuri, Kalkaji, New Delhi",Kalkaji,77.257337,28.537027,"North Indian, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,4,India,https://www.zomato.com/ncr/faasos-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/2/18349892/5379eb848d220fc83b7e0098313d474b_featured_v2.jpg,
9992,Fouji Da Vaishno Dhaba,New Delhi,"36/1, Opposite Bus Depot, Kalkaji, New Delhi",Kalkaji,77.25989409,28.53320649,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,14,India,https://www.zomato.com/ncr/fouji-da-vaishno-dhaba-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/2/9992/ed1091ff219ec812f5960549a9d8d8b7_featured_v2.jpg,
18224572,Fun Bytes,New Delhi,"A-1, Double Storey, Main Road, Kalkaji, New Delhi",Kalkaji,77.251193,28.54442544,Fast Food,250,Indian Rupees(Rs.),No,Yes,No,No,1,2.5,Orange,Average,13,India,https://www.zomato.com/ncr/fun-bytes-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/5/312285/c6954f6060f4ed065fdf2f21167e9be9_featured_v2.jpg,
312594,G's Patisserie,New Delhi,"Near Bhairon Temple, Kalkaji, New Delhi",Kalkaji,77.260126,28.537134,"Bakery, Desserts",600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,8,India,https://www.zomato.com/ncr/gs-patisserie-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/4/312594/8549385d20918707d6b3c86b25a0de6f_featured_v2.jpg,
312728,Giani,New Delhi,"Near 15-16, Main Road, Block G, Kalkaji, New Delhi",Kalkaji,77.258148,28.54013,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,17,India,https://www.zomato.com/ncr/giani-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/2/2532/c9e877a323d1d6d8684090e05d4952c2_featured_v2.jpg,
18025133,Gopals 56,New Delhi,"Opposite Deshbandhu College, Krishna Market, Kalkaji, New Delhi",Kalkaji,77.25543889,28.54143056,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,8,India,https://www.zomato.com/ncr/gopals-56-1-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/3/18025133/13702309b55372327b84972560309070_featured_v2.jpg,
7329,Green Chick Chop,New Delhi,"10 & 12, F-7, Main Road, Kalkaji, New Delhi",Kalkaji,77.2537612,28.5421747,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,26,India,https://www.zomato.com/ncr/green-chick-chop-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/8/1458/ee618b7fd43279f1329097d429f732b7_featured_v2.jpg,
302892,Heaven's Kitchen,New Delhi,"59-60, Mini Central Market, Near Mother Dairy, Kalkaji, New Delhi",Kalkaji,77.2569098,28.53072249,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,85,India,https://www.zomato.com/ncr/heavens-kitchen-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/2/302892/6379bf33e3bd0ee9e1923c5fe01cfd96_featured_v2.jpg,
302893,Heavens Food Corner,New Delhi,"DDA Market, Near Mother Dairy, Kalkaji, New Delhi",Kalkaji,77.25698889,28.53074722,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,14,India,https://www.zomato.com/ncr/heavens-food-corner-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/2/302892/6379bf33e3bd0ee9e1923c5fe01cfd96_featured_v2.jpg,
309533,Just Kababs,New Delhi,"Shop 9, Aravali Shopping Centre, Kalkaji, New Delhi",Kalkaji,77.25312778,28.53283056,"Fast Food, North Indian",250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,25,India,https://www.zomato.com/ncr/just-kababs-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/3/309533/034b076c9063b31f63df663cf3c7d91d_featured_v2.jpg,
18376487,Keventers,New Delhi,"Shop 1, F3, Ground Floor, Kalkaji, New Delhi",Kalkaji,77.2534918,28.5423284,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,10,India,https://www.zomato.com/ncr/keventers-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/4/311634/dc563dd9ef94e1deb8c29ab4864c767b_featured_v2.jpg,
302895,Komal Kitchen,New Delhi,"J-4/1A, DDA Flats, Kalkaji, New Delhi",Kalkaji,77.25608056,28.52827222,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,7,India,https://www.zomato.com/ncr/komal-kitchen-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/5/302895/b9528950f7da3404442cc7981ecd3a7a_featured_v2.jpg,
302896,Kwality Sweets & Restaurant,New Delhi,"A-8, Janta Market, DDA Flats, Near 429 Bus Stand, Kalkaji, New Delhi",Kalkaji,77.25624796,28.52800925,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,10,India,https://www.zomato.com/ncr/kwality-sweets-restaurant-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/6/302896/d2b27152f053d1ae4f898f7ca09e9860_featured_v2.jpg,
9776,Mehak Food Corner,New Delhi,"A-105, Double Storey, Opposite HDFC Bank, Kalkaji, New Delhi",Kalkaji,77.25087617,28.54369031,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,87,India,https://www.zomato.com/ncr/mehak-food-corner-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/6/9776/6ba111e4e171d0ce48aec9e3dbde5786_featured_v2.jpg,
18245255,Mr. Sub,New Delhi,"G-16-A, Main Market, Kalkaji, New Delhi",Kalkaji,77.25705095,28.54072765,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,57,India,https://www.zomato.com/ncr/mr-sub-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/7/18014117/6e70ae2eb269c56faaada8288316d13b_featured_v2.jpg,
309648,Muradabadi Shahi Biryani & Chicken Corner,New Delhi,"A-71, Kalkaji Main Road, Kalkaji, New Delhi",Kalkaji,77.25120507,28.5442178,"North Indian, Biryani",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,24,India,https://www.zomato.com/ncr/muradabadi-shahi-biryani-chicken-corner-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/8/309648/e5521e8d47dda33ba0e698a30ca112a7_featured_v2.jpg,
18285214,Muradabadi,New Delhi,"J-4/48 A, DDA Flats, Kalkaji, New Delhi",Kalkaji,77.25578628,28.52833711,"Mughlai, Biryani",400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,5,India,https://www.zomato.com/ncr/muradabadi-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/4/18285214/ff0efb6979dea5be31d43a1986ec0a91_featured_v2.jpg,
302938,New Radhe Radhe Snacks Corner,New Delhi,"Govind Puri, Kalkaji, New Delhi",Kalkaji,77.24575,28.53103056,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9,India,https://www.zomato.com/ncr/new-radhe-radhe-snacks-corner-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/8/302938/a0cbc79413561520e222fc0e6cb85108_featured_v2.jpg,
18396545,Nirula's Ice Cream,New Delhi,"F-8, Ground Floor, Main Market Road, Kalkaji, New Delhi",Kalkaji,77.25391286,28.5419405,"Desserts, Ice Cream",250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,14,India,https://www.zomato.com/ncr/nirulas-ice-cream-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/0/5300/c1494e5700e4a2a5b0ba491d33fbe8c2_featured_v2.jpg,
18414495,Noor Restaurant,New Delhi,"Shop 2, Krishna Market, Near Desh Bandhu College, Kalkaji, New Delhi",Kalkaji,77.2553326,28.5415619,"North Indian, Mughlai, Chinese",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,20,India,https://www.zomato.com/ncr/noor-restaurant-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/5/18414495/f4dee9b69167d74fb4945168da708edf_featured_v2.jpg,
311891,Paul's Homemade,New Delhi,"16/493, DDA Flat, Kalkaji, New Delhi",Kalkaji,77.2583896,28.5302637,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,11,India,https://www.zomato.com/ncr/pauls-homemade-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/1/311891/4bfe2a04b25361ff87e51462b0ee2da6_featured_v2.jpg,
312372,Pinkom's Bar-Be-Que,New Delhi,"15/449, DDA Flats, Near DDA Central Market, Kalkaji, New Delhi",Kalkaji,77.2568858,28.5309441,"North Indian, Mughlai",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,12,India,https://www.zomato.com/ncr/pinkoms-bar-be-que-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/2/312372/23bb13a58384c8d56d26efc5bbe81bea_featured_v2.jpg,
8949,Prince of China,New Delhi,"31-A, Krishna Market, Opposite Deshbandhu College, Kalkaji, New Delhi",Kalkaji,77.25677937,28.54172876,"Thai, Chinese, Seafood",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,70,India,https://www.zomato.com/ncr/prince-of-china-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/9/8949/8474d6f3dd941f84ca51b0edcebbe157_featured_v2.jpg,
302898,Punjabi Corner,New Delhi,"Kalkaji, New Delhi",Kalkaji,77.25065958,28.5437554,North Indian,250,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,55,India,https://www.zomato.com/ncr/punjabi-corner-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,
302710,Punjabi Snacks,New Delhi,"1912/19, Govindpuri Extension, Kalkaji, New Delhi",Kalkaji,77.25814529,28.53519117,"Street Food, North Indian, South Indian",200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,India,https://www.zomato.com/ncr/punjabi-snacks-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/0/302710/d65a937bcf8d859db0d222fba6d2bee6_featured_v2.jpg,
9998,Quality Food Point,New Delhi,"1, Pocket A 8, CSC Market, Kalkaji Extension, Kalkaji, New Delhi",Kalkaji,77.2634745,28.52588599,"North Indian, Fast Food, Mughlai",450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,10,India,https://www.zomato.com/ncr/quality-food-point-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/8/9998/897cb2257b81c948cd50a54a2a3102e8_featured_v2.jpg,
18317229,Radhe Shyam,New Delhi,"M-6, Kalkaji, New Delhi",Kalkaji,77.2594998,28.53815752,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,10,India,https://www.zomato.com/ncr/radhe-shyam-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/9/18317229/dd15d9e0ce62a9587850f81a8788e18a_featured_v2.jpeg,
9623,Raj South Indian Food,New Delhi,"1/2, Krishna Market, Kalkaji, New Delhi",Kalkaji,77.25519444,28.54165,"South Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,8,India,https://www.zomato.com/ncr/raj-south-indian-food-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/3/9623/fd2f58765ba8a54c9470804ba8884bf9_featured_v2.jpg,
3634,Roll Club,New Delhi,"6, B-41/A, Main Road, Kalkaji, New Delhi",Kalkaji,77.2520322,28.54306356,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,91,India,https://www.zomato.com/ncr/roll-club-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/4/3634/033d7b1678541964a2708f833374c831_featured_v2.jpg,
7382,Shameem Kabab Corner,New Delhi,"30, Krishna Market, Opposite Deshbandu Collage, Kalkaji, New Delhi",Kalkaji,77.25657452,28.54185423,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,67,India,https://www.zomato.com/ncr/shameem-kabab-corner-kalkaji-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/2/7382/b0241482ed0378fb74fb03b913af8df4_featured_v2.jpg,
